Right after place,,,,,,,,,,,,,,,,,,,,,
0.4,0.0,0.0,180.0,-1,0.0,310.0,300.0,180.0,30.0,90.0,105.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.15,270.0,180.0,130.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,230.0,180.0,999.0,0,999,0,0,0,0,0,0.0,90.0,0,0,0,2.0,9.5,4.2,30.0,1.0
0.0,0.0,999,25.0,0.0,0,999,0,0,0,0,0,0,90.0,1,0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,999,25.0,0.0,0,999,0,0,0,0,0,0,90.0,0,2,0,0,0.0,0.0,0.0,0.0
0.0,0.0,999,25.0,0.0,0,999,0,0,0,0,0,0,90.0,1,0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Left after place,,,,,,,,,,,,,,,,,,,,,
0.4,0.0,0.0,180.0,-1,0.0,310.0,300.0,170.0,90.0,30.0,15.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.15,90.0,180.0,160.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,230.0,180.0,999.0,0,999,0,0,0,0,0,0.0,90.0,0,0,0,2.0,9.5,4.2,30.0,1.0
0.0,0.0,999.0,25.0,0.0,0,999,0,0,0,0,0,0,90.0,1,0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,999.0,25.0,0.0,0,999,0,0,0,0,0,0,90.0,0,2,0,0,0.0,0.0,0.0,0.0
0.0,0.0,999,25.0,0.0,0,999,0,0,0,0,0,0,90.0,1,0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0