0.0,0.0,0.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.01,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,35.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.1,0.0,152.0,-1,0.0,150.0,290.0,325.0,155.0,80.0,30.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,152.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,130.0,152.0,999.0,0,999,0,0,0,0,0,0.0,90.0,0,0,0,2.0,11.5,5.0,30.0,1.0,0.0
0.0,0.0,999,152.0,0.0,0,999,0,0,0,0,0,0,90.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,999,152.0,0.0,0,999,0,0,0,0,0,0,90.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,999,152.0,0.0,0,999,0,0,0,0,0,0,90.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,999,152.0,0.0,0,999,0,0,0,0,0,0,90.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.01,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,180.0,-1,0.0,310.0,300.0,290.0,30.0,60.0,62.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.0,180.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0