0.0,0.0,0.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.01,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,35.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.1,0.0,152.0,-1,0.0,150.0,270.0,310.0,118.0,80.0,40.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.5,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,125.0,152.0,999.0,0,999,0,0,0,0,0,0.0,0,0,0,0,2.0,13.3,6.0,30.0,1.0
0.0,0.0,999,25.0,0.0,0,999,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,999,25.0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
0.0,0.0,999,25.0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
0.0,0.0,999,25.0,0.0,0,999,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,152.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.1,0.0,180.0,-1,0.0,311.0,320.0,180.0,42.0,100.0,40.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.5,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,130.0,180.0,999.0,0,999,0,0,0,0,0,0.0,0,0,0,0,2.0,9.5,4.2,30.0,1.0
0.0,0.0,999,25.0,0.0,0,999,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,999,25.0,0.0,0,999,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
0.0,0.0,999,25.0,0.0,0,999,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0